model_name,model_id,vocab_size,log2_vocab,BPB,bits_per_token,avg_bytes_per_token,perplexity,model_type,source_lang,target_lang,stars,quality_label,status,error_msg,eval_time_sec
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-ine,tcbig-bible_deu_eng_fra_por_spa-ine,53305,15.702,2.772427,10.5275,3.7972,1475.9871,translation,tcbig,ine,5.0,Gold Standard,success,,27.7
Helsinki-NLP/opus-mt-fr-mh,fr-mh,53353,15.703,5.074001,11.7943,2.3245,3551.618,translation,fr,mh,5.0,Gold Standard,success,,29.0
Helsinki-NLP/opus-mt-mfe-es,mfe-es,53373,15.704,5.142881,13.6273,2.6497,12653.65,translation,mfe,es,5.0,Gold Standard,success,,28.9
Helsinki-NLP/opus-mt-gil-es,gil-es,53428,15.705,6.157506,14.8357,2.4094,29241.745,translation,gil,es,5.0,Gold Standard,success,,31.7
Helsinki-NLP/opus-mt-es-gil,es-gil,53428,15.705,5.337512,12.1235,2.2714,4462.1963,translation,es,gil,5.0,Gold Standard,success,,27.2
Helsinki-NLP/opus-mt-de-gil,de-gil,53500,15.707,6.050474,13.3896,2.213,10731.433,translation,de,gil,5.0,Gold Standard,success,,34.5
Helsinki-NLP/opus-mt-ase-es,ase-es,53502,15.707,4.035524,14.8012,3.6677,28549.3888,translation,ase,es,5.0,Gold Standard,success,,23.7
Helsinki-NLP/opus-mt-es-ase,es-ase,53502,15.707,6.043653,13.49,2.2321,11505.3206,translation,es,ase,5.0,Gold Standard,success,,28.6
Helsinki-NLP/opus-mt-fr-guw,fr-guw,53513,15.708,5.51278,13.1015,2.3766,8789.3113,translation,fr,guw,5.0,Gold Standard,success,,26.9
Helsinki-NLP/opus-mt-guw-fr,guw-fr,53513,15.708,5.873515,14.3285,2.4395,20573.8273,translation,guw,fr,5.0,Gold Standard,success,,28.9
Helsinki-NLP/opus-mt-es-lus,es-lus,53585,15.71,6.835147,15.168,2.2191,36813.5768,translation,es,lus,5.0,Gold Standard,success,,32.0
Helsinki-NLP/opus-mt-lus-es,lus-es,53585,15.71,6.082533,15.2695,2.5104,39498.4471,translation,lus,es,5.0,Gold Standard,success,,31.1
Helsinki-NLP/opus-mt-zne-fr,zne-fr,53618,15.71,5.941644,14.4682,2.435,22664.8903,translation,zne,fr,5.0,Gold Standard,success,,28.4
Helsinki-NLP/opus-mt-fr-zne,fr-zne,53618,15.71,5.789708,13.6129,2.3512,12528.3942,translation,fr,zne,5.0,Gold Standard,success,,28.6
Helsinki-NLP/opus-mt-ve-en,ve-en,53639,15.711,5.590095,13.9297,2.4918,15604.4026,translation,ve,en,5.0,Gold Standard,success,,27.2
Helsinki-NLP/opus-mt-de-ase,de-ase,53676,15.712,6.268408,13.7132,2.1877,13430.478,translation,de,ase,5.0,Gold Standard,success,,37.4
Helsinki-NLP/opus-mt-ase-de,ase-de,53676,15.712,4.025552,14.7191,3.6564,26971.2972,translation,ase,de,5.0,Gold Standard,success,,23.5
Helsinki-NLP/opus-mt-en-vi,en-vi,53685,15.712,3.265264,13.4431,4.117,11137.4337,translation,en,vi,5.0,Gold Standard,success,,30.1
Helsinki-NLP/opus-mt-zne-es,zne-es,53724,15.713,5.941447,14.4532,2.4326,22430.9083,translation,zne,es,5.0,Gold Standard,success,,31.0
Helsinki-NLP/opus-mt-mh-es,mh-es,53730,15.713,5.640928,14.8376,2.6304,29279.9335,translation,mh,es,5.0,Gold Standard,success,,26.7
Helsinki-NLP/opus-mt-vi-en,vi-en,53739,15.714,4.599449,14.8037,3.2186,28599.5501,translation,vi,en,4.0,High Quality,success,,26.4
Helsinki-NLP/opus-mt-guw-sv,guw-sv,53741,15.714,5.824909,14.1957,2.4371,18763.7625,translation,guw,sv,5.0,Gold Standard,success,,30.7
Helsinki-NLP/opus-mt-sv-guw,sv-guw,53741,15.714,5.305999,12.6485,2.3838,6420.5967,translation,sv,guw,5.0,Gold Standard,success,,28.6
Helsinki-NLP/opus-mt-lus-fi,lus-fi,53773,15.715,6.356482,15.8391,2.4918,58621.3663,translation,lus,fi,5.0,Gold Standard,success,,30.6
Helsinki-NLP/opus-mt-fi-lus,fi-lus,53773,15.715,8.283389,15.7439,1.9007,54878.2196,translation,fi,lus,5.0,Gold Standard,success,,36.5
Helsinki-NLP/opus-mt-rnd-en,rnd-en,53832,15.716,6.120365,13.9683,2.2823,16028.402,translation,rnd,en,5.0,Gold Standard,success,,31.8
Helsinki-NLP/opus-mt-en-rnd,en-rnd,53832,15.716,4.138273,15.3864,3.7181,42831.1463,translation,en,rnd,5.0,Gold Standard,success,,22.4
Helsinki-NLP/opus-mt-fi-tpi,fi-tpi,54083,15.723,5.594011,11.9225,2.1313,3881.8069,translation,fi,tpi,5.0,Gold Standard,success,,29.5
Helsinki-NLP/opus-mt-fi-mfe,fi-mfe,54138,15.724,6.82093,13.0786,1.9174,8650.4914,translation,fi,mfe,5.0,Gold Standard,success,,36.7
Helsinki-NLP/opus-mt-tc-big-en-ro,tcbig-en-ro,54220,15.727,3.181997,13.3095,4.1828,10152.4025,translation,tcbig,ro,5.0,Gold Standard,success,,33.4
Helsinki-NLP/opus-mt-tc-big-en-ro,tc-big-en-ro,54220,15.727,3.181997,13.3095,4.1828,10152.4025,translation,tc,ro,5.0,Gold Standard,success,,28.8
Helsinki-NLP/opus-mt-fr-bzs,fr-bzs,54231,15.727,6.414641,14.8698,2.3181,29941.2885,translation,fr,bzs,5.0,Gold Standard,success,,29.9
Helsinki-NLP/opus-mt-bzs-fr,bzs-fr,54231,15.727,6.714102,15.6001,2.3235,49668.8881,translation,bzs,fr,5.0,Gold Standard,success,,28.5
Helsinki-NLP/opus-mt-tzo-es,tzo-es,54248,15.727,6.067453,13.5597,2.2348,12074.3105,translation,tzo,es,5.0,Gold Standard,success,,32.5
Helsinki-NLP/opus-mt-es-tzo,es-tzo,54248,15.727,5.825682,13.4266,2.3047,11010.5456,translation,es,tzo,5.0,Gold Standard,success,,42.3
Helsinki-NLP/opus-mt-en-bi,en-bi,54321,15.729,3.719478,14.5368,3.9083,23769.5935,translation,en,bi,5.0,Gold Standard,success,,23.1
Helsinki-NLP/opus-mt-bi-en,bi-en,54321,15.729,4.796669,14.2795,2.977,19886.8662,translation,bi,en,4.5,Gold Standard,success,,26.1
Helsinki-NLP/opus-mt-cy-en,cy-en,54395,15.731,4.575944,12.9608,2.8324,7972.4871,translation,cy,en,5.0,Gold Standard,success,,25.2
Helsinki-NLP/opus-mt-en-cy,en-cy,54395,15.731,3.356872,12.9157,3.8475,7726.9081,translation,en,cy,5.0,Gold Standard,success,,22.4
Helsinki-NLP/opus-mt-tc-big-en-it,tcbig-en-it,54422,15.732,3.171054,12.9703,4.0902,8025.0352,translation,tcbig,it,5.0,Gold Standard,success,,28.2
Helsinki-NLP/opus-mt-tc-big-en-it,tc-big-en-it,54422,15.732,3.171054,12.9703,4.0902,8025.0352,translation,tc,it,5.0,Gold Standard,success,,30.5
Helsinki-NLP/opus-mt-tc-big-it-en,tcbig-it-en,54422,15.732,5.393519,15.4045,2.8561,43371.2486,translation,tcbig,en,5.0,Gold Standard,success,,34.6
Helsinki-NLP/opus-mt-tc-big-it-en,tc-big-it-en,54422,15.732,5.393519,15.4045,2.8561,43371.2486,translation,tc,en,5.0,Gold Standard,success,,36.1
Helsinki-NLP/opus-mt-fi-gil,fi-gil,54432,15.732,6.840206,13.1169,1.9176,8883.7105,translation,fi,gil,5.0,Gold Standard,success,,33.2
Helsinki-NLP/opus-mt-gil-fi,gil-fi,54432,15.732,6.262311,15.0672,2.406,34330.7077,translation,gil,fi,5.0,Gold Standard,success,,28.8
Helsinki-NLP/opus-mt-es-guw,es-guw,54512,15.734,5.265537,12.4105,2.3569,5444.1262,translation,es,guw,5.0,Gold Standard,success,,32.0
Helsinki-NLP/opus-mt-guw-es,guw-es,54512,15.734,5.896173,14.3799,2.4389,21320.3021,translation,guw,es,5.0,Gold Standard,success,,39.7
Helsinki-NLP/opus-mt-de-guw,de-guw,54544,15.735,5.969005,13.4158,2.2476,10928.618,translation,de,guw,5.0,Gold Standard,success,,27.6
Helsinki-NLP/opus-mt-guw-de,guw-de,54544,15.735,5.71593,13.9467,2.44,15789.4304,translation,guw,de,5.0,Gold Standard,success,,39.8
Helsinki-NLP/opus-mt-tc-big-en-cat_oci_spa,tc-big-en-cat_oci_spa,54660,15.738,3.205163,13.1711,4.1093,9223.2353,translation,tc,cat_oci_spa,5.0,Gold Standard,success,,28.9
Helsinki-NLP/opus-mt-tc-big-en-cat_oci_spa,tcbig-en-cat_oci_spa,54660,15.738,3.205163,13.1711,4.1093,9223.2353,translation,tcbig,cat_oci_spa,5.0,Gold Standard,success,,28.2
Helsinki-NLP/opus-mt-tc-big-en-gmq,tc-big-en-gmq,54667,15.738,2.9064,12.1556,4.1824,4562.5765,translation,tc,gmq,5.0,Gold Standard,success,,29.0
Helsinki-NLP/opus-mt-tc-big-en-gmq,tcbig-en-gmq,54667,15.738,2.9064,12.1556,4.1824,4562.5765,translation,tcbig,gmq,5.0,Gold Standard,success,,26.4
Helsinki-NLP/opus-mt-en-mg,en-mg,54688,15.739,3.404858,14.3173,4.205,20413.8307,translation,en,mg,5.0,Gold Standard,success,,23.7
Helsinki-NLP/opus-mt-mg-en,mg-en,54688,15.739,6.170824,16.6728,2.7019,104472.9303,translation,mg,en,4.5,Gold Standard,success,,34.4
Helsinki-NLP/opus-mt-tc-bible-big-gmw-en,tcbig-bible_gmw-en,54702,15.739,3.564996,11.6257,3.2611,3159.9164,translation,tcbig,en,5.0,Gold Standard,success,,33.3
Helsinki-NLP/opus-mt-tc-bible-big-gmw-en,tc-bible-big-gmw-en,54702,15.739,3.564996,11.6257,3.2611,3159.9164,translation,tc,en,3.6666666666666665,Good,success,,34.6
Helsinki-NLP/opus-mt-tc-big-cat_oci_spa-en,tcbig-cat_oci_spa-en,54729,15.74,5.442597,15.0605,2.7672,34171.7784,translation,tcbig,en,5.0,Gold Standard,success,,34.7
Helsinki-NLP/opus-mt-tc-big-cat_oci_spa-en,tc-big-cat_oci_spa-en,54729,15.74,5.442597,15.0605,2.7672,34171.7784,translation,tc,en,5.0,Gold Standard,success,,33.1
Helsinki-NLP/opus-mt-tc-big-gmq-en,tcbig-gmq-en,54765,15.741,4.412516,12.6479,2.8664,6417.958,translation,tcbig,en,0.5,Experimental,success,,36.2
Helsinki-NLP/opus-mt-tc-big-gmq-en,tc-big-gmq-en,54765,15.741,4.412516,12.6479,2.8664,6417.958,translation,tc,en,0.5,Experimental,success,,39.5
Helsinki-NLP/opus-mt-tc-big-en-pt,tcbig-en-pt,54776,15.741,3.182619,13.1067,4.1182,8820.9676,translation,tcbig,pt,5.0,Gold Standard,success,,38.9
Helsinki-NLP/opus-mt-tc-big-en-pt,tc-big-en-pt,54776,15.741,3.182619,13.1067,4.1182,8820.9676,translation,tc,pt,5.0,Gold Standard,success,,27.3
Helsinki-NLP/opus-mt-zne-fi,zne-fi,54789,15.742,5.971407,14.511,2.4301,23347.8089,translation,zne,fi,5.0,Gold Standard,success,,37.9
Helsinki-NLP/opus-mt-fi-zne,fi-zne,54789,15.742,6.142795,11.576,1.8845,3052.9963,translation,fi,zne,5.0,Gold Standard,success,,41.7
Helsinki-NLP/opus-mt-sv-ve,sv-ve,54793,15.742,5.247875,12.6514,2.4108,6433.7151,translation,sv,ve,5.0,Gold Standard,success,,29.7
Helsinki-NLP/opus-mt-id-en,id-en,54796,15.742,4.36711,14.2628,3.266,19658.0497,translation,id,en,0.5,Experimental,success,,24.6
Helsinki-NLP/opus-mt-en-id,en-id,54796,15.742,3.345627,13.7366,4.1058,13649.5118,translation,en,id,5.0,Gold Standard,success,,20.1
Helsinki-NLP/opus-mt-mh-fi,mh-fi,54810,15.742,5.464898,14.3899,2.6332,21468.3975,translation,mh,fi,5.0,Gold Standard,success,,31.4
Helsinki-NLP/opus-mt-fi-mh,fi-mh,54810,15.742,5.880777,11.4422,1.9457,2782.6224,translation,fi,mh,5.0,Gold Standard,success,,38.8
Helsinki-NLP/opus-mt-en-sm,en-sm,54880,15.744,3.656293,14.1889,3.8807,18675.9176,translation,en,sm,5.0,Gold Standard,success,,28.6
Helsinki-NLP/opus-mt-sm-en,sm-en,54880,15.744,5.502386,14.5721,2.6483,24358.6797,translation,sm,en,5.0,Gold Standard,success,,28.5
Helsinki-NLP/opus-mt-tc-bible-big-gmq-en,tcbig-bible_gmq-en,55007,15.747,4.53628,12.8944,2.8425,7613.9785,translation,tcbig,en,0.5,Experimental,success,,36.9
Helsinki-NLP/opus-mt-tc-bible-big-gmq-en,tc-bible-big-gmq-en,55007,15.747,4.53628,12.8944,2.8425,7613.9785,translation,tc,en,0.5,Experimental,success,,37.5
Helsinki-NLP/opus-mt-tc-big-en-es,tcbig-en-es,55027,15.748,3.3773,13.8472,4.1001,14737.4654,translation,tcbig,es,5.0,Gold Standard,success,,32.4
Helsinki-NLP/opus-mt-tc-big-en-es,tc-big-en-es,55027,15.748,3.3773,13.8472,4.1001,14737.4654,translation,tc,es,5.0,Gold Standard,success,,27.5
Helsinki-NLP/opus-mt-en-efi,en-efi,55090,15.75,3.540756,13.7059,3.8709,13362.1481,translation,en,efi,5.0,Gold Standard,success,,22.3
Helsinki-NLP/opus-mt-efi-en,efi-en,55090,15.75,4.741744,13.9483,2.9416,15806.7816,translation,efi,en,5.0,Gold Standard,success,,34.2
Helsinki-NLP/opus-mt-ss-en,ss-en,55129,15.751,7.062552,15.4092,2.1818,43514.8663,translation,ss,en,5.0,Gold Standard,success,,41.4
Helsinki-NLP/opus-mt-en-ss,en-ss,55129,15.751,3.657819,13.7033,3.7463,13338.3312,translation,en,ss,5.0,Gold Standard,success,,31.8
Helsinki-NLP/opus-mt-tc-bible-big-ine-deu_eng_nld,tc-bible-big-ine-deu_eng_nld,55209,15.753,3.391225,11.3332,3.3419,2580.1341,translation,tc,deu_eng_nld,4.333333333333333,High Quality,success,,34.9
Helsinki-NLP/opus-mt-tc-bible-big-ine-deu_eng_nld,tcbig-bible_ine-deu_eng_nld,55209,15.753,3.391225,11.3332,3.3419,2580.1341,translation,tcbig,deu_eng_nld,4.333333333333333,High Quality,success,,29.2
Helsinki-NLP/opus-mt-ca-en,ca-en,55255,15.754,4.876119,14.1533,2.9026,18220.2169,translation,ca,en,5.0,Gold Standard,success,,33.8
Helsinki-NLP/opus-mt-en-ca,en-ca,55255,15.754,3.754534,15.1549,4.0364,36482.479,translation,en,ca,5.0,Gold Standard,success,,29.9
Helsinki-NLP/opus-mt-sv-bi,sv-bi,55334,15.756,5.157451,12.6346,2.4498,6358.9055,translation,sv,bi,5.0,Gold Standard,success,,34.2
Helsinki-NLP/opus-mt-bi-sv,bi-sv,55334,15.756,5.085126,14.0583,2.7646,17059.3225,translation,bi,sv,5.0,Gold Standard,success,,27.9
Helsinki-NLP/opus-mt-wal-en,wal-en,55430,15.758,7.169672,13.9989,1.9525,16371.0152,translation,wal,en,5.0,Gold Standard,success,,42.7
Helsinki-NLP/opus-mt-en-gl,en-gl,55458,15.759,3.654844,15.037,4.1143,33618.5954,translation,en,gl,5.0,Gold Standard,success,,23.2
Helsinki-NLP/opus-mt-tc-bible-big-mkh-deu_eng_nld,tcbig-bible_mkh-deu_eng_nld,55468,15.759,4.278608,12.5987,2.9446,6202.7631,translation,tcbig,deu_eng_nld,5.0,Gold Standard,success,,27.9
Helsinki-NLP/opus-mt-tc-bible-big-mkh-deu_eng_nld,tc-bible-big-mkh-deu_eng_nld,55468,15.759,4.278608,12.5987,2.9446,6202.7631,translation,tc,deu_eng_nld,5.0,Gold Standard,success,,30.4
Helsinki-NLP/opus-mt-en-gmw,en-gmw,55477,15.76,8.547574,35.1706,4.1147,38673543194.7922,translation,en,gmw,5.0,Gold Standard,success,,18.4
Helsinki-NLP/opus-mt-gmw-en,gmw-en,55485,15.76,12.886797,36.9383,2.8664,131686436148.5941,translation,gmw,en,0.16666666666666666,Experimental,success,,23.0
Helsinki-NLP/opus-mt-tc-bible-big-roa-en,tcbig-bible_roa-en,55523,15.761,4.727567,13.7627,2.9112,13899.3284,translation,tcbig,en,0.5,Experimental,success,,33.3
Helsinki-NLP/opus-mt-tc-bible-big-roa-en,tc-bible-big-roa-en,55523,15.761,4.727567,13.7627,2.9112,13899.3284,translation,tc,en,0.5,Experimental,success,,31.3
Helsinki-NLP/opus-mt-guw-fi,guw-fi,55617,15.763,5.962934,14.5146,2.4341,23405.634,translation,guw,fi,5.0,Gold Standard,success,,27.2
Helsinki-NLP/opus-mt-fi-guw,fi-guw,55617,15.763,6.061112,12.3539,2.0382,5234.5727,translation,fi,guw,5.0,Gold Standard,success,,25.4
Helsinki-NLP/opus-mt-fr-ve,fr-ve,55832,15.769,5.478947,12.8754,2.35,7514.196,translation,fr,ve,5.0,Gold Standard,success,,23.0
Helsinki-NLP/opus-mt-en-fj,en-fj,55835,15.769,3.736744,14.5174,3.885,23450.9236,translation,en,fj,5.0,Gold Standard,success,,21.6
Helsinki-NLP/opus-mt-fj-en,fj-en,55835,15.769,5.492976,14.6668,2.6701,26009.6726,translation,fj,en,5.0,Gold Standard,success,,21.6
Helsinki-NLP/opus-mt-sal-en,sal-en,55859,15.77,4.446711,12.106,2.7225,4408.1483,translation,sal,en,4.0,High Quality,success,,23.7
Helsinki-NLP/opus-mt-en-sal,en-sal,55872,15.77,3.100838,12.5491,4.047,5993.1217,translation,en,sal,5.0,Gold Standard,success,,21.1
Helsinki-NLP/opus-mt-sv-pon,sv-pon,55953,15.772,5.482466,13.1378,2.3963,9012.7598,translation,sv,pon,5.0,Gold Standard,success,,24.6
Helsinki-NLP/opus-mt-pon-sv,pon-sv,55953,15.772,5.542241,14.1125,2.5464,17712.5923,translation,pon,sv,5.0,Gold Standard,success,,22.4
Helsinki-NLP/opus-mt-pap-es,pap-es,56010,15.773,5.254749,13.6793,2.6032,13118.1629,translation,pap,es,5.0,Gold Standard,success,,21.6
Helsinki-NLP/opus-mt-es-pap,es-pap,56010,15.773,5.250517,12.4221,2.3659,5488.2397,translation,es,pap,5.0,Gold Standard,success,,23.0
Helsinki-NLP/opus-mt-aav-en,aav-en,56039,15.774,5.48047,16.7352,3.0536,109094.5517,translation,aav,en,4.5,Gold Standard,success,,20.9
Helsinki-NLP/opus-mt-mt-en,mt-en,56041,15.774,,,,,translation,mt,en,2.5,Fair,error,exit=1: Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.,23.1
Helsinki-NLP/opus-mt-en-mt,en-mt,56041,15.774,4.353364,17.3285,3.9805,164586.9561,translation,en,mt,5.0,Gold Standard,success,,18.6
Helsinki-NLP/opus-mt-en-aav,en-aav,56071,15.775,2.767008,11.0759,4.0028,2158.6217,translation,en,aav,5.0,Gold Standard,success,,18.5
Helsinki-NLP/opus-mt-mkh-en,mkh-en,56075,15.775,5.384334,16.4287,3.0512,88212.0762,translation,mkh,en,4.5,Gold Standard,success,,22.9
Helsinki-NLP/opus-mt-en-mkh,en-mkh,56075,15.775,3.643828,14.6078,4.0089,24968.8133,translation,en,mkh,5.0,Gold Standard,success,,21.7
Helsinki-NLP/opus-mt-en-ig,en-ig,56127,15.776,3.591862,14.1741,3.9462,18485.6066,translation,en,ig,5.0,Gold Standard,success,,21.3
Helsinki-NLP/opus-mt-ig-en,ig-en,56127,15.776,8.336862,22.8795,2.7444,7716262.6851,translation,ig,en,5.0,Gold Standard,success,,21.5
Helsinki-NLP/opus-mt-es-ro,es-ro,56140,15.777,5.201008,14.1647,2.7235,18365.5879,translation,es,ro,4.0,High Quality,success,,21.5
Helsinki-NLP/opus-mt-tc-bible-big-gmq-deu_eng_fra_por_spa,tc-bible-big-gmq-deu_eng_fra_por_spa,56160,15.777,4.582605,12.7745,2.7876,7006.5648,translation,tc,deu_eng_fra_por_spa,0.5,Experimental,success,,31.7
Helsinki-NLP/opus-mt-tc-bible-big-gmq-deu_eng_fra_por_spa,tcbig-bible_gmq-deu_eng_fra_por_spa,56160,15.777,4.582605,12.7745,2.7876,7006.5648,translation,tcbig,deu_eng_fra_por_spa,0.5,Experimental,success,,27.9
Helsinki-NLP/opus-mt-ve-es,ve-es,56171,15.778,5.59647,13.9545,2.4934,15875.1853,translation,ve,es,5.0,Gold Standard,success,,24.3
Helsinki-NLP/opus-mt-es-ve,es-ve,56171,15.778,5.448902,12.6071,2.3137,6239.1628,translation,es,ve,5.0,Gold Standard,success,,24.0
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-gmq,tc-bible-big-deu_eng_fra_por_spa-gmq,56248,15.78,3.430044,12.8218,3.7381,7239.9153,translation,tc,gmq,5.0,Gold Standard,success,,26.5
Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-gmq,tcbig-bible_deu_eng_fra_por_spa-gmq,56248,15.78,3.430044,12.8218,3.7381,7239.9153,translation,tcbig,gmq,5.0,Gold Standard,success,,27.1
Helsinki-NLP/opus-mt-tc-bible-big-itc-deu_eng_nld,tc-bible-big-itc-deu_eng_nld,56278,15.78,4.633111,13.3587,2.8833,10504.2469,translation,tc,deu_eng_nld,0.5,Experimental,success,,32.8
Helsinki-NLP/opus-mt-tc-bible-big-itc-deu_eng_nld,tcbig-bible_itc-deu_eng_nld,56278,15.78,4.633111,13.3587,2.8833,10504.2469,translation,tcbig,deu_eng_nld,0.5,Experimental,success,,32.0
Helsinki-NLP/opus-mt-en-hil,en-hil,56301,15.781,3.690057,14.5937,3.9549,24726.0494,translation,en,hil,5.0,Gold Standard,success,,22.4
Helsinki-NLP/opus-mt-hil-en,hil-en,56301,15.781,5.40555,15.0832,2.7903,34714.3917,translation,hil,en,4.0,High Quality,success,,21.7
Helsinki-NLP/opus-mt-en-chk,en-chk,56327,15.782,3.966726,15.0966,3.8058,35036.6418,translation,en,chk,5.0,Gold Standard,success,,19.4
Helsinki-NLP/opus-mt-chk-en,chk-en,56327,15.782,5.774387,14.7476,2.554,27508.4342,translation,chk,en,5.0,Gold Standard,success,,25.9
Helsinki-NLP/opus-mt-tc-bible-big-gmw-fra_ita_por_spa,tc-bible-big-gmw-fra_ita_por_spa,56346,15.782,2.87753,11.0524,3.8409,2123.7504,translation,tc,fra_ita_por_spa,5.0,Gold Standard,success,,27.1
Helsinki-NLP/opus-mt-tc-bible-big-gmw-fra_ita_por_spa,tcbig-bible_gmw-fra_ita_por_spa,56346,15.782,2.87753,11.0524,3.8409,2123.7504,translation,tcbig,fra_ita_por_spa,5.0,Gold Standard,success,,25.6
Helsinki-NLP/opus-mt-rnd-sv,rnd-sv,56352,15.782,7.242521,15.7894,2.1801,56635.8708,translation,rnd,sv,5.0,Gold Standard,success,,25.9
Helsinki-NLP/opus-mt-sv-rnd,sv-rnd,56352,15.782,5.495054,13.7023,2.4936,13329.1592,translation,sv,rnd,5.0,Gold Standard,success,,24.4
Helsinki-NLP/opus-mt-de-bi,de-bi,56367,15.783,5.23638,11.9857,2.2889,4055.7133,translation,de,bi,5.0,Gold Standard,success,,26.4
Helsinki-NLP/opus-mt-bi-es,bi-es,56412,15.784,4.964204,13.7748,2.7748,14015.9973,translation,bi,es,5.0,Gold Standard,success,,22.8
Helsinki-NLP/opus-mt-es-bi,es-bi,56412,15.784,4.900964,11.7633,2.4002,3476.1916,translation,es,bi,5.0,Gold Standard,success,,23.5
Helsinki-NLP/opus-mt-sv-en,sv-en,56434,15.784,5.480834,15.3366,2.7982,41377.8668,translation,sv,en,0.8333333333333334,Experimental,success,,20.9
Helsinki-NLP/opus-mt-en-sv,en-sv,56434,15.784,3.861727,16.3144,4.2246,81493.8308,translation,en,sv,5.0,Gold Standard,success,,17.5
Helsinki-NLP/opus-mt-fr-pon,fr-pon,56441,15.784,5.813056,13.6114,2.3415,12514.9081,translation,fr,pon,5.0,Gold Standard,success,,23.4
Helsinki-NLP/opus-mt-pon-fr,pon-fr,56441,15.784,5.582344,14.2257,2.5483,19158.9788,translation,pon,fr,5.0,Gold Standard,success,,23.1
Helsinki-NLP/opus-mt-mg-es,mg-es,56469,15.785,5.254583,13.9219,2.6495,15520.689,translation,mg,es,3.6666666666666665,Good,success,,21.5
Helsinki-NLP/opus-mt-sv-id,sv-id,56497,15.786,4.621714,12.8755,2.7859,7514.614,translation,sv,id,5.0,Gold Standard,success,,23.9
Helsinki-NLP/opus-mt-id-sv,id-sv,56497,15.786,4.878399,15.0526,3.0856,33985.323,translation,id,sv,5.0,Gold Standard,success,,22.7
Helsinki-NLP/opus-mt-en-ty,en-ty,56506,15.786,3.852077,15.0968,3.9191,35041.0882,translation,en,ty,5.0,Gold Standard,success,,19.9
Helsinki-NLP/opus-mt-tc-big-et-en,tc-big-et-en,56510,15.786,4.991468,13.6013,2.7249,12428.1637,translation,tc,en,0.5,Experimental,success,,28.6
Helsinki-NLP/opus-mt-tc-big-et-en,tcbig-et-en,56510,15.786,4.991468,13.6013,2.7249,12428.1637,translation,tcbig,en,0.5,Experimental,success,,26.6
Helsinki-NLP/opus-mt-lun-en,lun-en,56530,15.787,6.420426,13.1445,2.0473,9054.775,translation,lun,en,5.0,Gold Standard,success,,28.8
Helsinki-NLP/opus-mt-en-lun,en-lun,56530,15.787,4.249781,15.9972,3.7642,65407.5229,translation,en,lun,5.0,Gold Standard,success,,19.1
Helsinki-NLP/opus-mt-tc-bible-big-cel-deu_eng_fra_por_spa,tc-bible-big-cel-deu_eng_fra_por_spa,56599,15.788,3.499072,10.4277,2.9801,1377.3712,translation,tc,deu_eng_fra_por_spa,0.5,Experimental,success,,31.2
Helsinki-NLP/opus-mt-tc-bible-big-cel-deu_eng_fra_por_spa,tcbig-bible_cel-deu_eng_fra_por_spa,56599,15.788,3.499072,10.4277,2.9801,1377.3712,translation,tcbig,deu_eng_fra_por_spa,0.3333333333333333,Experimental,success,,29.9
Helsinki-NLP/opus-mt-en-gem,en-gem,56629,15.789,5.045526,20.6856,4.0998,1686517.3467,translation,en,gem,5.0,Gold Standard,success,,19.5
Helsinki-NLP/opus-mt-fr-ro,fr-ro,56634,15.789,5.258477,14.6038,2.7772,24899.4114,translation,fr,ro,4.333333333333333,High Quality,success,,23.3
Helsinki-NLP/opus-mt-ro-fr,ro-fr,56634,15.789,5.09804,14.0662,2.7591,17152.8841,translation,ro,fr,5.0,Gold Standard,success,,21.8
Helsinki-NLP/opus-mt-gem-en,gem-en,56647,15.79,5.757946,16.4042,2.849,86727.9437,translation,gem,en,0.16666666666666666,Experimental,success,,23.6
Helsinki-NLP/opus-mt-en-roa,en-roa,56671,15.79,3.715859,15.3608,4.1338,42078.3822,translation,en,roa,5.0,Gold Standard,success,,20.1
Helsinki-NLP/opus-mt-en-ga,en-ga,56683,15.791,3.804789,16.4264,4.3173,88073.6028,translation,en,ga,5.0,Gold Standard,success,,20.5
Helsinki-NLP/opus-mt-ga-en,ga-en,56683,15.791,5.806151,16.9739,2.9234,128720.2278,translation,ga,en,2.0,Fair,success,,21.0
Helsinki-NLP/opus-mt-tc-big-de-gmq,tc-big-de-gmq,56728,15.792,5.052123,13.5018,2.6725,11600.0,translation,tc,gmq,0.6666666666666666,Experimental,success,,28.6
Helsinki-NLP/opus-mt-tc-big-de-gmq,tcbig-de-gmq,56728,15.792,5.052123,13.5018,2.6725,11600.0,translation,tcbig,gmq,0.5,Experimental,success,,28.1
Helsinki-NLP/opus-mt-de-pon,de-pon,56761,15.793,5.301199,11.5625,2.1811,3024.6136,translation,de,pon,5.0,Gold Standard,success,,24.1
Helsinki-NLP/opus-mt-nl-sv,nl-sv,56781,15.793,5.69656,15.825,2.778,58049.3815,translation,nl,sv,2.8333333333333335,Fair,success,,21.2
